PRECIP (MM),EVAP (MM),TMAX (°C),TMIN (°C)
27.0,7.620999999999993,35.0,23.5
8.0,4.632616666666666,33.0,22.0
0.0,3.787951249066613,33.0,22.5
0.0,5.2083164086106395,36.0,23.0
39.0,6.68,34.0,22.0
0.0,4.875732354397967,35.0,23.0
4.5,3.9410333333333365,35.0,25.0
0.0,3.779913761190116,33.0,24.0
13.0,2.2369999999999983,30.0,24.0
0.0,3.846233484842383,33.0,23.0
0.0,4.291658208050968,34.0,23.0
0.0,4.416783322943347,34.0,24.0
1.5,5.301386904761902,34.0,23.0
2.0,3.944430158730158,34.0,24.0
0.0,4.291658208050968,34.0,23.0
6.0,4.925066666666667,35.0,23.0
0.0,4.291658208050968,34.0,23.0
0.5,2.4290583333333378,30.0,23.0
0.0,4.548779413594626,34.0,22.5
0.0,4.875732354397967,35.0,23.0
0.0,5.2083164086106395,36.0,23.0
0.0,5.098277522789198,35.0,22.0
0.0,6.488152777777775,37.0,24.5
6.0,6.636420779220779,37.0,26.0
5.0,3.153000000000004,33.0,26.0
0.0,4.875732354397967,35.0,23.0
0.0,5.694139861948023,36.0,22.0
54.0,8.816000000000003,37.0,25.0
1.5,3.7476833333333355,34.0,22.0
5.0,3.289000000000003,34.0,22.0
3.5,2.942666666666666,31.0,21.5
44.0,6.212999999999993,35.0,22.0
0.0,4.0986722222222225,32.0,20.0
0.0,4.853148189291241,34.0,21.0
1.0,3.371699999999999,34.0,24.0
0.0,4.291658208050968,34.0,23.0
24.0,6.199000000000002,35.0,23.0
16.5,5.3004666666666695,33.0,23.0
0.0,3.81701079835384,33.0,22.0
0.0,3.81701079835384,33.0,22.0
0.0,4.291658208050968,34.0,23.0
5.5,3.2950000000000017,34.0,23.0
0.0,6.616128484930962,37.0,20.0
0.0,4.755155011435458,35.0,21.0
0.0,4.611146783493878,34.0,22.0
0.0,4.875732354397967,35.0,23.0
0.0,7.053357913867189,38.0,24.0
0.0,8.620519811270752,38.0,19.0
0.0,10.468012314991743,38.5,18.0
0.0,6.981015059945424,37.0,15.0
0.0,6.7754789248220595,37.0,14.0
0.0,7.367937944801364,36.0,14.0
0.0,6.238801082200549,36.0,15.0
0.0,8.60013315170811,38.0,16.0
0.0,5.393500256048549,36.0,16.0
0.0,4.229866666666663,31.0,19.0
0.0,4.801481446331447,35.0,21.5
0.0,5.7811185555283915,36.0,21.0
0.0,4.755155011435458,35.0,21.0
0.0,5.7811185555283915,36.0,21.0
0.0,6.498882209663804,37.0,21.0
0.0,5.7811185555283915,36.0,21.0
0.0,5.7811185555283915,36.0,21.0
2.0,4.623404761904762,35.0,21.5
0.0,4.15634009869439,35.0,18.0
0.0,7.4273382556871335,37.0,18.0
0.0,5.7380670773139695,36.0,18.0
0.0,8.60013315170811,38.0,16.0
0.0,7.096639189469801,37.0,17.0
23.0,6.801501243137378,36.0,19.0
0.0,4.260788102869634,33.0,18.0
0.0,5.13271526765551,36.0,19.0
0.0,8.620519811270752,38.0,19.0
0.0,8.620519811270752,38.0,19.0
0.0,8.74196533980725,39.0,19.0
0.0,8.620519811270752,38.0,19.0
0.0,4.119345221121135,34.0,20.0
0.0,4.7661408359786055,35.0,20.0
7.0,2.0450000000000004,30.0,20.0
0.0,4.3663661664845,34.0,18.0
3.0,3.694575900200588,34.0,17.0
0.0,3.2601568230702895,34.0,17.5
0.0,5.436975325499805,35.0,14.0
0.0,6.175487738233556,34.0,14.5
0.0,4.058384451659452,31.0,15.0
0.0,3.0546987286577,30.0,12.0
0.0,3.2503070321692786,31.0,11.0
0.0,4.871263793931407,33.0,10.0
0.0,5.482939304402774,34.0,10.0
0.0,5.482939304402774,34.0,10.0
0.0,4.670146039375533,35.0,13.0
0.0,4.670146039375533,35.0,13.0
0.0,6.145437994250119,36.0,11.0
0.0,4.846008488288955,33.0,11.0
0.0,7.994197496539409,37.0,11.5
0.0,7.1910007936507965,36.0,11.5
0.0,4.933216811298396,34.0,11.0
32.0,5.613551724137932,34.0,11.0
0.0,8.451242882057743,39.0,12.0
0.0,3.0546987286577,30.0,12.0
0.0,2.5425759712317513,28.0,9.0
0.0,3.4766245999123466,29.0,9.0
0.0,3.4010430118256334,29.0,10.0
0.0,2.529395114768347,28.0,10.0
0.0,3.4766245999123466,29.0,9.0
0.0,3.327484581094781,30.0,7.0
0.0,3.377277469091899,31.0,6.0
0.0,3.8887187982577625,31.0,5.0
0.0,3.9442007243349284,32.0,5.0
0.0,3.8887187982577625,31.0,5.0
0.0,5.292681011010129,34.0,7.0
0.0,4.060248048205252,33.0,9.0
0.0,4.1647732738034575,33.0,8.0
0.0,2.5275281581378715,27.0,8.0
3.0,2.743713833992097,27.0,7.0
0.0,1.5574333333333326,27.0,16.0
0.0,3.0468611111111117,28.0,13.0
3.0,1.9230000000000007,28.0,16.0
0.0,1.5574333333333326,27.0,16.0
0.0,3.579493289352214,31.0,9.0
0.0,3.6099705459043383,29.0,7.0
5.5,5.381399761517294,36.0,7.0
7.5,1.827436363636364,29.0,11.0
0.0,1.9533333333333334,21.0,14.0
0.0,1.6779047619047613,20.0,9.0
0.0,3.012400793650794,25.0,1.5
0.0,2.5319840548340546,28.0,2.0
0.0,3.4406789321789306,30.0,4.0
2.5,2.3860878787878796,28.0,10.0
0.0,3.0526890220890213,27.0,13.0
0.0,2.6246285714285706,26.0,12.5
0.0,4.081333333333331,30.5,15.0
0.0,4.3739142135642135,32.0,15.0
0.0,4.314197363715256,33.0,12.0
0.0,6.430100188700184,35.0,13.5
0.0,3.640005293317792,32.0,9.5
0.0,4.060248048205252,33.0,9.0
0.0,4.9615926561901365,34.0,14.0
0.0,3.945287839937841,28.0,14.0
0.0,3.8151315480142483,31.0,14.0
0.0,6.430100188700184,35.0,13.5
0.0,4.314197363715256,33.0,12.0
0.0,1.8133047619047615,23.0,13.0
0.0,2.8255429473304474,31.0,13.0
0.0,2.7568088189588194,30.0,13.0
0.0,4.110465476190476,29.0,14.0
9.0,3.0134166666666657,30.0,13.5
9.5,1.0979999999999996,19.0,18.0
0.0,1.5574333333333326,27.0,16.0
0.0,2.3675880952380948,26.0,14.0
0.0,1.6380190476190482,27.0,15.0
0.0,2.9912577416048016,29.0,11.0
0.0,3.4010430118256334,29.0,10.0
0.0,3.1055287091887247,30.0,9.0
0.0,3.579493289352214,31.0,9.0
0.0,3.052502654536608,31.0,10.0
0.0,3.579493289352214,31.0,9.0
0.0,4.05159278452484,32.0,9.0
0.0,4.846008488288955,33.0,11.0
0.0,2.7568088189588194,30.0,13.0
0.0,7.304537949574011,37.0,12.0
0.0,4.05159278452484,32.0,9.0
0.0,3.7856369047619056,34.0,5.5
0.0,4.426987121212122,35.0,5.0
0.0,4.426987121212122,35.0,5.0
0.0,4.623040031446693,35.0,6.0
0.0,3.6583676295926284,33.5,6.0
0.0,3.575943312466911,30.0,11.0
2.5,1.0540000000000003,20.0,11.0
0.0,1.9317835081585102,28.0,13.5
0.0,3.52657730025603,31.0,8.0
0.0,5.292681011010129,34.0,7.0
0.0,3.775915530915238,32.0,7.0
0.0,5.495071725763821,35.0,11.0
0.0,4.1647732738034575,33.0,8.0
0.0,3.327484581094781,30.0,7.0
0.0,3.8370434569561285,33.0,7.0
0.0,5.292681011010129,34.0,7.0
0.0,3.775915530915238,32.0,7.0
0.0,3.4766245999123466,29.0,9.0
3.0,1.5757173887677955,29.0,7.0
0.0,2.5829111111111116,24.0,8.5
0.0,2.6073215367965368,26.0,12.0
0.0,3.040629466577289,30.0,6.0
0.0,4.427607540494422,34.0,5.0
0.0,3.5775136337896316,32.0,6.0
4.0,2.5379999999999994,25.0,6.5
0.0,2.529395114768347,28.0,10.0
0.0,4.05159278452484,32.0,9.0
0.0,5.775516541628307,35.0,8.5
0.0,4.933216811298396,34.0,11.0
0.0,6.111302689728535,36.0,10.0
0.0,4.871263793931407,33.0,10.0
0.0,4.846008488288955,33.0,11.0
0.0,5.482939304402774,34.0,10.0
0.0,4.05159278452484,32.0,9.0
0.0,3.4766245999123466,29.0,9.0
0.0,3.8151315480142483,31.0,14.0
0.0,3.579493289352214,31.0,9.0
0.0,1.7672222222222211,27.0,8.5
0.0,1.5198139499389478,26.0,10.5
0.0,2.5633952380952376,25.0,10.0
0.0,2.6918719486395957,28.0,5.0
0.0,3.8887187982577625,31.0,5.0
0.0,3.9442007243349284,32.0,5.0
0.0,3.655281716231824,33.0,6.0
0.0,3.6099705459043383,29.0,7.0
0.0,5.300649818563791,36.0,8.0
0.0,5.2840141413520225,35.0,7.0
0.0,6.145232564002319,36.0,9.0
0.0,6.145232564002319,36.0,9.0
0.0,5.321904447693234,35.0,10.0
0.0,4.559009668243971,34.0,8.0
0.0,5.300649818563791,36.0,8.0
0.0,4.039758847310535,32.0,8.0
0.0,4.933216811298396,34.0,11.0
0.0,6.946015291816089,37.0,10.0
0.0,7.923768001443006,39.0,10.0
0.0,5.495071725763821,35.0,11.0
0.0,5.495071725763821,35.0,11.0
0.0,6.152967971802493,37.0,11.0
0.0,2.8255429473304474,31.0,13.0
0.0,3.959429033365041,33.0,13.0
0.0,3.959429033365041,33.0,13.0
0.0,3.3116796492980707,32.0,13.0
0.0,5.055095361344786,34.0,12.0
0.0,3.1224674722250585,32.0,12.0
0.0,4.871263793931407,33.0,10.0
0.0,4.060248048205252,33.0,9.0
0.0,4.1647732738034575,33.0,8.0
0.0,4.559009668243971,34.0,8.0
0.0,6.579971188452072,37.0,9.0
0.0,5.435956655280291,35.0,9.0
0.0,4.933216811298396,34.0,11.0
0.0,4.559009668243971,34.0,8.0
0.0,6.579971188452072,37.0,9.0
0.0,6.946015291816089,37.0,10.0
0.0,6.145232564002319,36.0,9.0
0.0,5.452487078540986,34.0,9.0
0.0,4.160419930601922,35.0,8.0
0.0,5.6666328207611105,37.0,8.0
0.0,6.111302689728535,36.0,10.0
0.0,6.946015291816089,37.0,10.0
0.0,6.579971188452072,37.0,9.0
0.0,6.152967971802493,37.0,11.0
0.0,4.846008488288955,33.0,11.0
0.0,4.559009668243971,34.0,8.0
0.0,5.452487078540986,34.0,9.0
0.0,7.923768001443006,39.0,10.0
0.0,6.989811111111112,38.0,9.5
0.0,6.336904329004328,37.0,13.5
0.0,8.774291508165035,39.0,14.0
0.0,9.925416666666672,42.0,14.0
0.0,7.182214548171125,37.0,19.0
0.0,9.346300757575756,37.5,15.0
0.0,8.274000877629584,38.0,12.0
0.0,8.640123992673985,39.5,15.0
0.0,9.626043284493282,41.0,16.0
0.0,9.792431564513919,40.0,13.0
0.0,9.792431564513919,40.0,13.0
0.0,9.792431564513919,40.0,13.0
0.0,7.3833159746303,37.0,13.0
0.0,6.730763095238092,35.5,13.5
0.0,8.641771345182427,39.0,15.0
0.0,8.60013315170811,38.0,16.0
0.0,6.7754789248220595,37.0,14.0
0.0,7.304537949574011,37.0,12.0
0.0,8.89903808252833,39.0,13.0
0.0,7.576795900096636,38.0,14.0
0.0,8.124461060262771,38.0,13.0
0.0,8.89903808252833,39.0,13.0
0.0,9.787675367036234,40.0,15.0
1.0,7.418018908868907,41.0,17.0
0.0,2.326316666666667,28.0,22.0
0.0,4.844727948961775,34.0,15.0
0.0,4.352319093994083,35.0,15.5
0.0,4.23399938842547,34.0,17.0
0.0,5.418306441239183,35.0,15.0
0.0,6.981015059945424,37.0,15.0
0.0,7.1932746031746015,36.5,16.0
0.0,6.981015059945424,37.0,15.0
0.0,6.213022010503032,36.0,20.0
0.0,4.15634009869439,35.0,18.0
0.0,5.739058753649565,34.0,19.0
0.0,4.7661408359786055,35.0,20.0
0.0,7.4273382556871335,37.0,18.0
0.0,9.442647509293563,39.0,18.0
0.0,9.223508333333328,41.0,19.0
0.0,6.147852233877234,35.0,19.5
0.0,9.527038095238094,38.5,21.0
0.0,9.348104287765898,39.0,21.0
0.0,8.150174603174603,41.0,21.0
0.0,9.416197619047619,40.5,22.0
0.0,9.416197619047619,40.5,22.0
0.0,9.388586281496362,39.0,22.0
0.0,9.998751998001996,40.0,20.0
0.0,10.851707539682543,42.0,19.0
0.0,10.293050000000004,43.0,16.5
0.0,10.583299999999992,42.0,18.0
0.0,9.223508333333328,41.0,19.0
0.0,10.483039646464652,41.0,18.0
0.0,9.172776301400699,40.0,17.0
0.0,8.594926797385632,40.5,17.0
0.0,9.172776301400699,40.0,17.0
0.0,10.180629431945873,40.5,18.0
0.0,9.172861835584435,40.0,22.5
0.0,9.391670368603705,40.0,22.0
0.0,9.391670368603705,40.0,22.0
0.0,9.463141297866219,40.0,23.0
0.0,9.510358333333334,41.0,22.0
0.0,11.127213095238096,42.0,24.0
0.0,10.801002242202241,42.0,25.0
0.0,7.120714285714286,39.0,26.0
2.0,8.23896428571428,39.0,24.0
0.0,4.416783322943347,34.0,24.0
0.0,7.502148972548777,37.0,26.0
0.0,7.681373751545151,38.0,26.0
0.0,7.120714285714286,39.0,26.0
0.0,9.611143676986924,40.0,24.0
1.4,7.49941529235382,40.0,24.0
23.5,8.538000000000004,39.0,24.0
0.0,9.479555154176266,40.0,25.0
0.6,7.248236275848595,38.0,25.0
8.5,4.844566666666671,33.0,23.0
0.0,3.779913761190116,33.0,24.0
0.0,5.0088366584839505,35.0,24.0
0.0,3.2474423659673666,33.0,25.0
0.0,7.681373751545151,38.0,26.0
13.5,7.366000000000006,39.0,25.0
4.0,7.813222491713154,39.0,23.0
36.0,4.332833333333336,32.0,24.0
0.0,4.416783322943347,34.0,24.0
0.0,4.416783322943347,34.0,24.0
14.5,5.952999999999992,34.0,25.0
0.0,4.416783322943347,34.0,24.0
14.0,3.2880000000000025,31.0,24.0
2.0,3.944430158730158,34.0,24.0
37.5,5.085833333333335,32.0,24.0
0.0,4.038518029242,34.0,21.5
0.0,4.611146783493878,34.0,22.0
21.5,6.347749999999998,36.0,24.0
15.5,4.217166666666668,35.0,22.0
1.0,4.469166666666665,34.0,23.0
0.0,5.940668797993372,35.0,23.5
0.0,4.416783322943347,34.0,24.0
2.0,7.1947023809523785,35.0,23.0
0.0,4.875732354397967,35.0,23.0
0.0,5.844850058219545,36.0,24.0
0.0,6.159893565838189,37.0,25.0
0.0,6.159893565838189,37.0,25.0
3.5,6.658366666666665,37.0,24.0
2.5,3.9777944444444397,34.0,24.0
42.0,7.897999999999989,35.0,24.0
0.0,4.875732354397967,35.0,23.0
1.0,6.410733682983691,37.0,23.0
0.0,4.875732354397967,35.0,23.0
26.0,5.924500000000002,36.0,24.0
0.0,4.291658208050968,34.0,23.0
0.0,5.844850058219545,36.0,24.0
1.0,5.744271929824571,36.0,24.0
0.0,4.291658208050968,34.0,23.0
0.0,6.825145113200474,37.0,24.0
5.0,6.208999999999999,38.0,24.0
0.0,5.288376094028688,36.0,25.0
25.0,5.900416666666663,36.0,25.0
5.5,3.2950000000000017,34.0,23.0
0.0,5.098277522789198,35.0,22.0
0.0,5.2083164086106395,36.0,23.0
7.0,4.626999999999998,33.0,25.0
0.0,3.846233484842383,33.0,23.0
65.0,8.412,35.0,23.0
7.0,5.989,34.0,22.0
0.0,4.291658208050968,34.0,23.0
0.0,3.846233484842383,33.0,23.0
0.0,2.7577983995579576,31.0,24.5
22.0,6.357749999999998,36.0,24.0
1.0,1.3829999999999993,29.0,23.0
1.5,3.036999999999998,31.0,23.0
0.0,4.48064880087233,31.0,22.0
0.0,7.444262995782494,37.5,23.0
20.0,4.815000000000006,34.0,23.0
0.0,3.81701079835384,33.0,22.0
0.0,4.291658208050968,34.0,23.0
0.0,3.81701079835384,33.0,22.0
0.0,3.846233484842383,33.0,23.0
14.5,3.4739999999999975,32.0,23.0
0.0,3.81701079835384,33.0,22.0
10.5,3.9888333333333303,30.0,23.0
0.0,3.779913761190116,33.0,24.0
10.5,4.633166666666671,33.0,24.0
0.0,4.611146783493878,34.0,22.0
5.5,3.2950000000000017,34.0,23.0
0.0,3.1016617714596104,31.0,23.0
0.0,4.291658208050968,34.0,23.0
0.0,4.7661408359786055,35.0,20.0
0.5,3.9501694444444455,32.0,20.0
90.5,7.101000000000004,26.0,24.0
0.0,3.149833333333334,28.5,21.0
0.0,4.0986722222222225,32.0,20.0
0.0,4.853148189291241,34.0,21.0
0.0,4.875732354397967,35.0,23.0
0.0,5.2083164086106395,36.0,23.0
0.0,4.875732354397967,35.0,23.0
0.0,4.611146783493878,34.0,22.0
0.0,5.694139861948023,36.0,22.0
0.0,8.29400073566416,39.0,23.0
36.5,3.6828333333333347,32.0,23.5
1.0,6.203914765487042,38.0,24.0
0.0,3.5937543238048106,32.0,23.0
27.0,6.125000000000001,34.0,23.5
0.0,3.5937543238048106,32.0,23.0
0.0,4.875732354397967,35.0,23.0
0.0,5.940668797993372,35.0,23.5
0.0,4.755155011435458,35.0,21.0
0.0,6.213022010503032,36.0,20.0
0.0,6.350773076923076,35.5,20.0
0.0,4.755155011435458,35.0,21.0
0.0,4.384296103896104,35.0,20.5
0.0,4.548779413594626,34.0,22.5
0.0,3.9929282099359598,33.0,21.0
3.0,3.2940000000000014,34.0,21.0
0.0,4.755155011435458,35.0,21.0
0.0,4.755155011435458,35.0,21.0
0.0,4.755155011435458,35.0,21.0
0.0,6.213022010503032,36.0,20.0
0.0,5.7380670773139695,36.0,18.0
0.0,7.597378641456584,36.0,17.5
0.0,4.7661408359786055,35.0,20.0
0.0,4.875732354397967,35.0,23.0
0.0,5.694139861948023,36.0,22.0
0.0,4.611146783493878,34.0,22.0
0.0,4.119345221121135,34.0,20.0
0.0,5.13271526765551,36.0,19.0
0.0,4.23399938842547,34.0,17.0
0.0,5.418306441239183,35.0,15.0
0.0,6.179343186329533,36.0,12.0
0.0,8.274000877629584,38.0,12.0
0.0,7.304537949574011,37.0,12.0
0.0,6.946015291816089,37.0,10.0
0.0,6.111302689728535,36.0,10.0
0.0,4.670146039375533,35.0,13.0
0.0,4.314197363715256,33.0,12.0
17.5,2.5966666666666653,26.0,18.0
0.0,3.2103333333333337,30.5,19.0
0.0,4.339513694335719,32.0,14.0
0.0,5.086035918625203,33.0,14.0
0.0,4.339513694335719,32.0,14.0
36.0,2.9339999999999993,29.0,14.0
11.5,1.754,22.5,19.0
9.0,1.4939999999999987,23.0,20.0
0.0,3.5765613997113985,29.0,18.0
0.0,3.377751911976913,31.0,18.0
0.0,3.499169047619049,30.0,19.0
0.0,4.345899999999999,28.0,20.0
0.0,4.260788102869634,33.0,18.0
0.0,4.23399938842547,34.0,17.0
0.0,4.844727948961775,34.0,15.0
0.0,3.6567809523809536,30.0,15.0
0.0,3.5149166666666707,24.0,14.0
0.0,2.9912577416048016,29.0,11.0
0.0,2.9912577416048016,29.0,11.0
0.0,3.575943312466911,30.0,11.0
0.0,3.052502654536608,31.0,10.0
0.0,4.871263793931407,33.0,10.0
0.0,5.055095361344786,34.0,12.0
0.0,4.933216811298396,34.0,11.0
0.0,3.1224674722250585,32.0,12.0
0.0,3.1224674722250585,32.0,12.0
0.0,5.298161344781885,34.0,13.0
0.0,5.086035918625203,33.0,14.0
0.0,3.3116796492980707,32.0,13.0
0.0,3.1224674722250585,32.0,12.0
0.0,3.19850476698604,31.0,12.0
0.0,4.05159278452484,32.0,9.0
0.0,5.617517760833937,32.5,10.0
0.0,4.871263793931407,33.0,10.0
0.0,3.575943312466911,30.0,11.0
0.0,2.9912577416048016,29.0,11.0
0.0,3.945287839937841,28.0,14.0
0.0,3.945287839937841,28.0,14.0
0.0,2.5414142857142856,25.0,15.0
0.0,4.846008488288955,33.0,11.0
0.0,3.1224674722250585,32.0,12.0
0.0,5.298161344781885,34.0,13.0
0.0,5.298161344781885,34.0,13.0
0.0,5.055095361344786,34.0,12.0
0.0,3.1224674722250585,32.0,12.0
0.0,6.85701706349206,32.0,14.5
0.0,3.118338699042645,30.0,10.0
0.0,3.118338699042645,30.0,10.0
0.0,2.433583649541892,28.0,11.0
0.0,2.5425759712317513,28.0,9.0
0.0,3.1055287091887247,30.0,9.0
0.0,3.4010430118256334,29.0,10.0
0.0,3.118338699042645,30.0,10.0
0.0,3.0526890220890213,27.0,13.0
1.5,2.6033499999999985,28.0,14.0
0.0,2.3675880952380948,26.0,14.0
0.0,1.8166972222222222,25.0,13.0
0.0,2.343298484848486,26.0,11.0
0.0,3.2829531934960166,29.0,4.0
0.0,3.6099705459043383,29.0,7.0
0.0,3.7983215758140068,31.0,7.0
0.0,2.273421042455137,27.0,10.0
0.0,3.1224674722250585,32.0,12.0
0.0,3.579493289352214,31.0,9.0
0.0,3.579493289352214,31.0,9.0
0.0,4.060248048205252,33.0,9.0
0.0,4.039758847310535,32.0,8.0
0.0,5.2840141413520225,35.0,7.0
0.0,5.2840141413520225,35.0,7.0
0.0,5.292681011010129,34.0,7.0
0.0,4.3684705759668585,32.0,7.5
0.0,4.039758847310535,32.0,8.0
0.0,5.416966666666666,33.0,3.0
0.0,3.8887187982577625,31.0,5.0
0.0,3.8887187982577625,31.0,5.0
0.0,3.327484581094781,30.0,7.0
0.0,2.980488832001332,26.0,9.0
0.0,4.039758847310535,32.0,8.0
0.0,4.003196743534245,31.0,4.0
0.0,3.9442007243349284,32.0,5.0
0.0,3.118338699042645,30.0,10.0
0.0,2.529395114768347,28.0,10.0
0.0,3.8151315480142483,31.0,14.0
0.0,3.052502654536608,31.0,10.0
0.0,4.1647732738034575,33.0,8.0
0.0,3.775915530915238,32.0,7.0
0.0,3.8370434569561285,33.0,7.0
0.0,4.212479944466066,34.0,6.0
0.0,4.1647732738034575,33.0,8.0
0.0,3.52657730025603,31.0,8.0
0.0,3.9442007243349284,32.0,5.0
0.0,2.5425759712317513,28.0,9.0
0.0,1.2968000000000006,23.0,11.0
0.0,3.401410409035409,28.0,4.0
0.0,3.3049562770562773,28.0,1.5
0.0,2.634856349206351,30.0,1.0
0.0,3.391900000000004,31.0,1.0
0.0,4.946898809523809,31.5,2.0
0.0,3.9309045981795983,31.0,9.5
0.0,3.1055287091887247,30.0,9.0
0.0,5.321904447693234,35.0,10.0
0.0,6.145232564002319,36.0,9.0
0.0,5.140897692585195,37.0,7.0
0.0,3.775915530915238,32.0,7.0
0.0,2.8129827187690193,28.0,7.0
0.0,4.003196743534245,31.0,4.0
0.0,4.9277944444444515,33.0,3.5
0.0,3.837033333333332,32.0,4.0
0.0,5.300649818563791,36.0,8.0
0.0,5.300649818563791,36.0,8.0
0.0,4.160419930601922,35.0,8.0
0.0,6.3503926073926085,38.0,9.0
0.0,6.579971188452072,37.0,9.0
0.0,4.060248048205252,33.0,9.0
0.0,4.27589186469114,32.0,11.0
0.0,3.6659960317460314,33.5,9.5
0.0,4.060248048205252,33.0,9.0
0.0,3.5775136337896316,32.0,6.0
0.0,3.040629466577289,30.0,6.0
0.0,3.377277469091899,31.0,6.0
0.0,3.377277469091899,31.0,6.0
0.0,4.039758847310535,32.0,8.0
0.0,4.018558786354195,32.0,10.0
0.0,3.4010430118256334,29.0,10.0
0.0,4.27589186469114,32.0,11.0
0.0,3.2503070321692786,31.0,11.0
0.0,4.9615926561901365,34.0,14.0
0.0,4.350144859063591,35.0,16.0
0.0,5.081072623811221,34.0,16.0
0.0,4.797097580614331,35.0,12.0
0.0,4.933216811298396,34.0,11.0
0.0,3.1055287091887247,30.0,9.0
0.0,3.5775136337896316,32.0,6.0
0.0,5.228830415417916,36.0,6.0
0.0,4.1647732738034575,33.0,8.0
0.0,3.775915530915238,32.0,7.0
0.0,3.7983215758140068,31.0,7.0
4.5,0.6730000000000002,22.0,8.0
0.0,3.4010430118256334,29.0,10.0
0.0,5.482939304402774,34.0,10.0
0.0,5.482939304402774,34.0,10.0
0.0,6.145437994250119,36.0,11.0
0.0,5.055095361344786,34.0,12.0
0.0,5.055095361344786,34.0,12.0
0.0,8.124461060262771,38.0,13.0
0.0,5.055095361344786,34.0,12.0
0.0,5.482939304402774,34.0,10.0
0.0,5.482939304402774,34.0,10.0
0.0,6.152967971802493,37.0,11.0
0.0,4.846008488288955,33.0,11.0
0.0,3.1055287091887247,30.0,9.0
0.0,5.421590404792146,36.0,7.0
0.0,4.623040031446693,35.0,6.0
0.0,6.579971188452072,37.0,9.0
0.0,6.145437994250119,36.0,11.0
0.0,4.797097580614331,35.0,12.0
0.0,6.111302689728535,36.0,10.0
0.0,8.274000877629584,38.0,12.0
0.0,7.367937944801364,36.0,14.0
0.0,5.055095361344786,34.0,12.0
0.0,6.565611633249797,37.0,9.5
0.0,7.923768001443006,39.0,10.0
0.0,6.946015291816089,37.0,10.0
0.0,7.4077041114986795,38.0,10.0
0.0,4.658867118992117,36.0,8.5
0.0,5.6666328207611105,37.0,8.0
0.0,4.775033547008548,38.0,8.0
0.0,8.274000877629584,38.0,12.0
0.0,4.314197363715256,33.0,12.0
0.0,7.4077041114986795,38.0,10.0
0.0,8.978009523809524,42.0,10.0
0.0,10.611103643578645,41.0,15.0
0.0,9.186104632363753,39.0,16.0
0.0,7.096639189469801,37.0,17.0
0.0,7.096639189469801,37.0,17.0
0.0,7.096639189469801,37.0,17.0
0.0,4.15634009869439,35.0,18.0
0.0,7.453452981787733,36.0,17.0
0.0,5.436975325499805,35.0,14.0
0.0,4.844727948961775,34.0,15.0
0.0,6.244390151515151,35.0,14.5
0.0,6.708454185123205,36.0,13.0
0.0,6.853752380952382,36.0,13.5
0.0,5.055095361344786,34.0,12.0
0.0,7.7998361043396445,38.0,11.0
0.0,7.304537949574011,37.0,12.0
0.0,7.7998361043396445,38.0,11.0
0.0,9.040851368076373,39.0,11.0
0.0,9.151549755799758,41.0,11.0
0.0,9.580409523809527,42.0,12.0
0.0,9.01460218392719,40.0,12.0
0.0,6.981015059945424,37.0,15.0
0.0,4.797097580614331,35.0,12.0
0.0,9.998751998001996,40.0,20.0
0.0,7.576795900096636,38.0,14.0
0.0,8.451242882057743,39.0,12.0
0.0,8.451242882057743,39.0,12.0
0.0,8.641771345182427,39.0,15.0
0.0,9.787675367036234,40.0,15.0
0.0,9.787675367036234,40.0,15.0
0.0,8.641771345182427,39.0,15.0
0.0,8.774291508165035,39.0,14.0
0.0,8.676143020868022,40.0,14.0
0.0,9.463857142857144,41.0,14.0
0.0,9.787675367036234,40.0,15.0
0.0,9.626043284493282,41.0,16.0
0.0,5.157584842848192,35.0,17.0
0.0,8.620519811270752,38.0,19.0
0.0,4.536919642857142,36.0,19.5
0.0,7.182214548171125,37.0,19.0
0.0,7.182214548171125,37.0,19.0
0.0,9.580666558441557,42.0,17.0
0.0,9.622376651453123,41.0,17.0
0.0,9.202687186764308,39.0,17.0
0.0,9.391670368603705,40.0,22.0
0.0,9.388586281496362,39.0,22.0
0.0,8.053523694279576,38.0,24.5
0.0,6.299592803321601,38.0,23.0
0.0,7.053357913867189,38.0,24.0
0.0,6.299592803321601,38.0,23.0
4.5,7.463000000000003,40.0,23.0
0.0,6.299592803321601,38.0,23.0
0.0,6.825145113200474,37.0,24.0
0.0,9.463141297866219,40.0,23.0
0.0,9.854400000000014,42.0,21.0
0.0,8.150174603174603,41.0,21.0
0.0,9.391670368603705,40.0,22.0
0.0,9.348104287765898,39.0,21.0
0.0,9.348104287765898,39.0,21.0
0.0,7.852693675988747,38.0,21.0
0.0,7.053357913867189,38.0,24.0
0.0,8.29400073566416,39.0,23.0
0.0,7.120714285714286,39.0,26.0
36.0,6.9041999999999994,37.0,26.0
23.5,7.310999999999995,36.0,22.0
4.5,6.086899999999993,35.0,22.0
0.0,6.698510645974202,37.0,22.0
0.0,6.299592803321601,38.0,23.0
1.5,6.285993722943726,38.0,24.5
0.0,7.275657328480174,38.0,25.0
0.0,9.19455886570445,39.0,25.0
0.0,8.899999999999984,39.0,27.0
0.0,7.120714285714286,39.0,26.0
0.0,9.284634615058144,39.0,24.5
0.0,9.284634615058144,39.0,24.5
0.0,9.697846121933617,40.0,26.0
0.0,5.102423304473304,36.0,26.0
0.0,7.502148972548777,37.0,26.0
